Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role
History Intern,"Archival Research, Documentation, Ancient History",6 Months,Summer,DataNest,"₹15,000",Part-time,30-09-2025,"As a History Intern, you will gain hands-on experience in Archival Research, Documentation, Ancient History. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",History
History Intern,"Archaeology, Modern History, Archival Research",2 Months,Long-term,EduNext,"₹18,000",Full-time,27-09-2025,"As a History Intern, you will gain hands-on experience in Archaeology, Modern History, Archival Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",History
History Intern,"Archaeology, Modern History, Ancient History",6 Months,Summer,TechNova,"₹12,000",Full-time,08-09-2025,"As a History Intern, you will gain hands-on experience in Archaeology, Modern History, Ancient History. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",History
History Intern,"Archaeology, Ancient History, Modern History",3 Months,Converting,QuantumEdge,"₹8,000",Part-time,03-10-2025,"As a History Intern, you will gain hands-on experience in Archaeology, Ancient History, Modern History. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",History
Hospitality Intern,"Guest Services, Event Planning, Hotel Management, Food and Beverage",2 Months,Research,LexiCorp,"₹18,000",Full-time,24-09-2025,"As a Hospitality Intern, you will gain hands-on experience in Guest Services, Event Planning, Hotel Management, Food and Beverage. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Hospitality
Hospitality Intern,"Front Office Operations, Concierge Services, Reservations, Customer Relations",3 Months,Research,BuildCon,"₹20,000",Part-time,01-10-2025,"As a Hospitality Intern, you will gain hands-on experience in Front Office Operations, Concierge Services, Reservations, Customer Relations. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Hospitality
Hospitality Intern,"Tourism Management, Resort Operations, Spa and Wellness Management",3 Months,Research,UrbanWorks,"₹12,000",Part-time,06-10-2025,"As a Hospitality Intern, you will gain hands-on experience in Tourism Management, Resort Operations, Spa and Wellness Management. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Hospitality
Hospitality Intern,"Tourism Management, Resort Operations, Spa and Wellness Management",6 Months,Summer,TechNova,"₹20,000",Full-time,29-09-2025,"As a Hospitality Intern, you will gain hands-on experience in Tourism Management, Resort Operations, Spa and Wellness Management. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Hospitality
HR Intern,"Training, Compliance, Employee Engagement",2 Months,Long-term,SecureX,"₹20,000",Full-time,23-09-2025,"As a HR Intern, you will gain hands-on experience in Training, Compliance, Employee Engagement. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",HR
HR Intern,"Recruitment, Training, Employee Engagement",3 Months,Long-term,BuildCon,"₹8,000",Part-time,27-09-2025,"As a HR Intern, you will gain hands-on experience in Recruitment, Training, Employee Engagement. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",HR
HR Intern,"Employee Engagement, Training, Recruitment",6 Months,Research,DataNest,"₹12,000",Part-time,03-10-2025,"As a HR Intern, you will gain hands-on experience in Employee Engagement, Training, Recruitment. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",HR
Industrial Design Intern,"Photoshop, Brand Identity, Layouts",4 Months,Semester,DataNest,$1200,Part Time,15-12-2025,"As a Industrial Design Intern, you will create Photoshop, Brand Identity and Layouts, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
Industrial Design Intern,"Illustration, Typography, Photoshop",2 Months,Summer,GreenWorld,$1600,Full Time,02-01-2026,"As a Industrial Design Intern, you will create Illustration, Typography and Photoshop, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
Industrial Design Intern,"Illustration, Photoshop, Brand Identity, Layouts",3 Months,Summer,BuildCon,$1100,Part Time,20-12-2025,"As a Industrial Design Intern, you will create Illustration, Photoshop, Brand Identity and Layouts, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
InsurTech Intern,"Smart Contracts, Consensus Mechanisms, DeFi",2 Months,Summer,BioGen Labs,"₹18,000",Full-time,19-09-2025,"As a InsurTech Intern, you will gain hands-on experience in Smart Contracts, Consensus Mechanisms, DeFi. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",InsurTech
InsurTech Intern,"Consensus Mechanisms, Smart Contracts, NFTs",6 Months,Long-term,PixelTech,"₹12,000",Full-time,16-09-2025,"As a InsurTech Intern, you will gain hands-on experience in Consensus Mechanisms, Smart Contracts, NFTs. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",InsurTech
InsurTech Intern,"Consensus Mechanisms, DeFi, NFTs",4 Months,Converting,BuildCon,"₹20,000",Full-time,07-10-2025,"As a InsurTech Intern, you will gain hands-on experience in Consensus Mechanisms, DeFi, NFTs. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",InsurTech
Interior Design Intern,"Leadership, Communication, Project Planning",3 Months,Long-term,InnoWorks,"₹20,000",Full-time,23-09-2025,"As a Interior Design Intern, you will gain hands-on experience in Leadership, Communication, Project Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Interior Design
Interior Design Intern,"Leadership, Communication, Problem Solving",2 Months,Converting,BioGen Labs,"₹12,000",Part-time,13-09-2025,"As a Interior Design Intern, you will gain hands-on experience in Leadership, Communication, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Interior Design
Interior Design Intern,"Communication, Project Planning, Teamwork",4 Months,Long-term,EduNext,"₹8,000",Full-time,01-10-2025,"As a Interior Design Intern, you will gain hands-on experience in Communication, Project Planning, Teamwork. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Interior Design
International Relations Intern,"Surveys, Social Behavior, Field Research",2 Months,Converting,EduNext,"₹6,000",Part-time,28-09-2025,"As a International Relations Intern, you will gain hands-on experience in Surveys, Social Behavior, Field Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",International Relations
International Relations Intern,"Surveys, Field Research, Social Behavior",3 Months,Long-term,EcoLabs,"₹15,000",Part-time,10-09-2025,"As a International Relations Intern, you will gain hands-on experience in Surveys, Field Research, Social Behavior. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",International Relations
International Relations Intern,"Social Behavior, Cultural Studies, Surveys",3 Months,Long-term,GreenWorld,"₹18,000",Part-time,26-09-2025,"As a International Relations Intern, you will gain hands-on experience in Social Behavior, Cultural Studies, Surveys. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",International Relations
IoT Security Intern,"Penetration Testing, Network Security, Encryption",6 Months,Long Term,DataNest,$1700,Full Time,10-06-2026,"As a IoT Security Intern, you will focus on Penetration Testing, Network Security and Encryption, conducting security assessments and developing protocols using tools like Wireshark or Metasploit. You’ll collaborate with cybersecurity experts to enhance system resilience.",Cyber
IoT Security Intern,"Incident Response, Forensics, Encryption",4 Months,Semester,GreenWorld,$900,Part Time,28-05-2026,"As a IoT Security Intern, you will focus on Incident Response, Forensics and Encryption, conducting security assessments and developing protocols using tools like Wireshark or Metasploit. You’ll collaborate with cybersecurity experts to enhance system resilience.",Cyber
IoT Security Intern,"Penetration Testing, Network Security, Incident Response",2 Months,Summer,BuildCon,$1300,Full Time,15-06-2026,"As a IoT Security Intern, you will focus on Penetration Testing, Network Security and Incident Response, conducting security assessments and developing protocols using tools like Wireshark or Metasploit. You’ll collaborate with cybersecurity experts to enhance system resilience.",Cyber
IoT Solutions Intern,"Automation, Sensors, Embedded Systems",3 Months,Summer,TechNova,$1000,Part Time,05-01-2026,"As a IoT Solutions Intern, you will develop Automation, Sensors and Embedded Systems, programming robotic systems or sensors using ROS or Arduino. You’ll collaborate with engineers to prototype automation solutions.",Robotics
IoT Solutions Intern,"Kinematics, Control Algorithms, Embedded Systems",6 Months,Long Term,DataNest,$1400,Full Time,22-12-2025,"As a IoT Solutions Intern, you will develop Kinematics, Control Algorithms and Embedded Systems, programming robotic systems or sensors using ROS or Arduino. You’ll collaborate with engineers to prototype automation solutions.",Robotics
IoT Solutions Intern,"Automation, Sensors, Control Algorithms",4 Months,Semester,GreenWorld,$800,Part Time,12-01-2026,"As a IoT Solutions Intern, you will develop Automation, Sensors and Control Algorithms, programming robotic systems or sensors using ROS or Arduino. You’ll collaborate with engineers to prototype automation solutions.",Robotics
IT Support Intern,"Cryptography, Network Security, Penetration Testing",6 Months,Research,BuildCon,"₹12,000",Part-time,03-10-2025,"As a IT Support Intern, you will gain hands-on experience in Cryptography, Network Security, Penetration Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",IT Support
IT Support Intern,"Cloud Security, Network Security, Incident Response",4 Months,Converting,BioGen Labs,"₹15,000",Full-time,29-09-2025,"As a IT Support Intern, you will gain hands-on experience in Cloud Security, Network Security, Incident Response. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",IT Support
IT Support Intern,"Cloud Security, Cryptography, Incident Response",2 Months,Summer,GreenWorld,"₹20,000",Full-time,30-09-2025,"As a IT Support Intern, you will gain hands-on experience in Cloud Security, Cryptography, Incident Response. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",IT Support
Journalism Intern,"Teamwork, Communication, Leadership",3 Months,Converting,PixelTech,"₹15,000",Full-time,14-09-2025,"As a Journalism Intern, you will gain hands-on experience in Teamwork, Communication, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Journalism
Journalism Intern,"Communication, Leadership, Project Planning",6 Months,Converting,BioGen Labs,"₹8,000",Full-time,28-09-2025,"As a Journalism Intern, you will gain hands-on experience in Communication, Leadership, Project Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Journalism
Journalism Intern,"Communication, Leadership, Problem Solving",3 Months,Summer,LexiCorp,"₹8,000",Part-time,24-09-2025,"As a Journalism Intern, you will gain hands-on experience in Communication, Leadership, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Journalism
Law Enforcement Intern,"Litigation, Contract Drafting, IP Law",3 Months,Converting,TechNova,"₹8,000",Full-time,23-09-2025,"As a Law Enforcement Intern, you will gain hands-on experience in Litigation, Contract Drafting, IP Law. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Law Enforcement
Law Enforcement Intern,"Corporate Law, Legal Research, IP Law",6 Months,Summer,EcoLabs,"₹10,000",Full-time,07-09-2025,"As a Law Enforcement Intern, you will gain hands-on experience in Corporate Law, Legal Research, IP Law. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Law Enforcement
Law Enforcement Intern,"Contract Drafting, Corporate Law, Legal Research",6 Months,Research,UrbanWorks,"₹10,000",Part-time,29-09-2025,"As a Law Enforcement Intern, you will gain hands-on experience in Contract Drafting, Corporate Law, Legal Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Law Enforcement
Legal Intern,"IP Law, Litigation, Contract Drafting",3 Months,Summer,TechNova,"₹12,000",Full-time,29-09-2025,"As a Legal Intern, you will gain hands-on experience in IP Law, Litigation, Contract Drafting. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Legal
Legal Intern,"IP Law, Corporate Law, Contract Drafting",3 Months,Research,BioGen Labs,"₹6,000",Part-time,09-09-2025,"As a Legal Intern, you will gain hands-on experience in IP Law, Corporate Law, Contract Drafting. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Legal
Legal Intern,"Corporate Law, IP Law, Litigation",3 Months,Long-term,LexiCorp,"₹10,000",Full-time,28-09-2025,"As a Legal Intern, you will gain hands-on experience in Corporate Law, IP Law, Litigation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Legal
Legal Tech Intern,"Market Analysis, Strategy, Operations",2 Months,Summer,PixelTech,$1300,Full Time,18-04-2026,"As a Legal Tech Intern, you will conduct Market Analysis, Strategy and Operations, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Legal Tech Intern,"Operations, Entrepreneurship",3 Months,Summer,MindCare,$1000,Part Time,08-04-2026,"As a Legal Tech Intern, you will conduct Operations and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Legal Tech Intern,"Market Analysis, Strategy, Entrepreneurship",6 Months,Long Term,InnoWorks,$1400,Full Time,25-04-2026,"As a Legal Tech Intern, you will conduct Market Analysis, Strategy and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Library Intern,"STEM Education, E-learning, Instructional Design",3 Months,Converting,BioGen Labs,"₹15,000",Part-time,24-09-2025,"As a Library Intern, you will gain hands-on experience in STEM Education, E-learning, Instructional Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Library
Library Intern,"Pedagogy, STEM Education, Digital Content",4 Months,Summer,TechNova,"₹18,000",Part-time,09-09-2025,"As a Library Intern, you will gain hands-on experience in Pedagogy, STEM Education, Digital Content. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Library
Library Intern,"E-learning, STEM Education, Digital Content",2 Months,Converting,DataNest,"₹6,000",Full-time,09-09-2025,"As a Library Intern, you will gain hands-on experience in E-learning, STEM Education, Digital Content. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Library
Linguistics Intern,"STEM Education, Instructional Design, E-learning",4 Months,Long-term,InnoWorks,"₹6,000",Full-time,11-09-2025,"As a Linguistics Intern, you will gain hands-on experience in STEM Education, Instructional Design, E-learning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Linguistics
Linguistics Intern,"STEM Education, Digital Content, E-learning",6 Months,Long-term,SecureX,"₹20,000",Full-time,09-09-2025,"As a Linguistics Intern, you will gain hands-on experience in STEM Education, Digital Content, E-learning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Linguistics
Linguistics Intern,"Pedagogy, STEM Education, Digital Content",2 Months,Summer,TechNova,"₹20,000",Full-time,08-09-2025,"As a Linguistics Intern, you will gain hands-on experience in Pedagogy, STEM Education, Digital Content. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Linguistics
Machine Learning Intern,"Reinforcement Learning, NLP, Generative AI",4 Months,Converting,BuildCon,"₹12,000",Part-time,02-10-2025,"As a Machine Learning Intern, you will gain hands-on experience in Reinforcement Learning, NLP, Generative AI. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Machine Learning
Machine Learning Intern,"Deep Learning, Transformers, Generative AI",6 Months,Research,GreenWorld,"₹10,000",Full-time,15-09-2025,"As a Machine Learning Intern, you will gain hands-on experience in Deep Learning, Transformers, Generative AI. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Machine Learning
Machine Learning Intern,"Deep Learning, Reinforcement Learning, Generative AI",2 Months,Summer,BuildCon,"₹6,000",Part-time,25-09-2025,"As a Machine Learning Intern, you will gain hands-on experience in Deep Learning, Reinforcement Learning, Generative AI. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Machine Learning
Marine Conservation Intern,"Climate Change, Biodiversity, Conservation",6 Months,Long Term,TechNova,$1400,Full Time,10-03-2026,"As a Marine Conservation Intern, you will work on Climate Change, Biodiversity and Conservation, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Marine Conservation Intern,"Conservation, Environmental Impact, GIS",4 Months,Semester,DataNest,$800,Part Time,28-02-2026,"As a Marine Conservation Intern, you will work on Conservation, Environmental Impact and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Marine Conservation Intern,"Climate Change, Biodiversity, Environmental Impact, GIS",2 Months,Summer,GreenWorld,$1500,Full Time,15-03-2026,"As a Marine Conservation Intern, you will work on Climate Change, Biodiversity, Environmental Impact and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Marketing Intern,"Social Media, SEO, Content Strategy",2 Months,Research,PixelTech,"₹8,000",Full-time,25-09-2025,"As a Marketing Intern, you will gain hands-on experience in Social Media, SEO, Content Strategy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Marketing
Marketing Intern,"SEO, Brand Management, Market Research",6 Months,Converting,LexiCorp,"₹12,000",Part-time,04-10-2025,"As a Marketing Intern, you will gain hands-on experience in SEO, Brand Management, Market Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Marketing
Marketing Intern,"Content Strategy, Market Research, SEO",3 Months,Summer,PixelTech,"₹20,000",Part-time,08-09-2025,"As a Marketing Intern, you will gain hands-on experience in Content Strategy, Market Research, SEO. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Marketing
Marketing Intern,"Brand Management, Market Research, SEO",4 Months,Research,TechNova,"₹12,000",Full-time,17-09-2025,"As a Marketing Intern, you will gain hands-on experience in Brand Management, Market Research, SEO. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Marketing
Mechanical Engineering Intern,"Structural Analysis, Power Systems, Automation",3 Months,Converting,TechNova,"₹10,000",Full-time,26-09-2025,"As a Mechanical Engineering Intern, you will gain hands-on experience in Structural Analysis, Power Systems, Automation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Mechanical Engineering
Mechanical Engineering Intern,"Power Systems, Structural Analysis, Thermodynamics",4 Months,Long-term,BioGen Labs,"₹8,000",Full-time,11-09-2025,"As a Mechanical Engineering Intern, you will gain hands-on experience in Power Systems, Structural Analysis, Thermodynamics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Mechanical Engineering
Mechanical Engineering Intern,"Power Systems, Automation, Structural Analysis",3 Months,Summer,UrbanWorks,"₹12,000",Part-time,12-09-2025,"As a Mechanical Engineering Intern, you will gain hands-on experience in Power Systems, Automation, Structural Analysis. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Mechanical Engineering
Medical Intern,"Pharmacology, Pathology, Anatomy",2 Months,Research,BuildCon,"₹8,000",Full-time,21-09-2025,"As a Medical Intern, you will gain hands-on experience in Pharmacology, Pathology, Anatomy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Medical
Medical Intern,"Pharmacology, Clinical Research, Anatomy",3 Months,Summer,BuildCon,"₹20,000",Part-time,05-10-2025,"As a Medical Intern, you will gain hands-on experience in Pharmacology, Clinical Research, Anatomy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Medical
Medical Intern,"Diagnostics, Pharmacology, Clinical Research",2 Months,Converting,EcoLabs,"₹12,000",Full-time,21-09-2025,"As a Medical Intern, you will gain hands-on experience in Diagnostics, Pharmacology, Clinical Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Medical
Medical Intern,"Diagnostics, Anatomy, Pharmacology",4 Months,Converting,PixelTech,"₹12,000",Full-time,24-09-2025,"As a Medical Intern, you will gain hands-on experience in Diagnostics, Anatomy, Pharmacology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Medical
Metaverse Intern,"Teamwork, Project Planning, Problem Solving",3 Months,Long-term,OpenAI Labs,"₹18,000",Part-time,18-09-2025,"As a Metaverse Intern, you will gain hands-on experience in Teamwork, Project Planning, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Metaverse
Metaverse Intern,"Project Planning, Communication, Leadership",6 Months,Research,InnoWorks,"₹8,000",Full-time,25-09-2025,"As a Metaverse Intern, you will gain hands-on experience in Project Planning, Communication, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Metaverse
Metaverse Intern,"Problem Solving, Leadership, Communication",4 Months,Converting,BuildCon,"₹8,000",Part-time,15-09-2025,"As a Metaverse Intern, you will gain hands-on experience in Problem Solving, Leadership, Communication. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Metaverse
Metaverse Intern,"Communication, Problem Solving, Leadership",6 Months,Converting,DataNest,"₹15,000",Full-time,20-09-2025,"As a Metaverse Intern, you will gain hands-on experience in Communication, Problem Solving, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Metaverse
Meteorology Intern,"Teamwork, Problem Solving, Leadership",6 Months,Summer,BioGen Labs,"₹8,000",Full-time,03-10-2025,"As a Meteorology Intern, you will gain hands-on experience in Teamwork, Problem Solving, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Meteorology
Meteorology Intern,"Project Planning, Teamwork, Leadership",6 Months,Long-term,MindCare,"₹12,000",Part-time,17-09-2025,"As a Meteorology Intern, you will gain hands-on experience in Project Planning, Teamwork, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Meteorology
Meteorology Intern,"Project Planning, Problem Solving, Teamwork",4 Months,Converting,BuildCon,"₹10,000",Part-time,23-09-2025,"As a Meteorology Intern, you will gain hands-on experience in Project Planning, Problem Solving, Teamwork. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Meteorology
Meteorology Intern,"Leadership, Teamwork, Communication",6 Months,Summer,EcoLabs,"₹10,000",Full-time,15-09-2025,"As a Meteorology Intern, you will gain hands-on experience in Leadership, Teamwork, Communication. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Meteorology
Mobile App Development Intern,"Storyboarding, Video Editing, Graphic Design",2 Months,Research,DataNest,"₹8,000",Full-time,28-09-2025,"As a Mobile App Development Intern, you will gain hands-on experience in Storyboarding, Video Editing, Graphic Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Mobile App Development
Mobile App Development Intern,"Storyboarding, Animation, Video Editing",4 Months,Converting,BioGen Labs,"₹10,000",Full-time,13-09-2025,"As a Mobile App Development Intern, you will gain hands-on experience in Storyboarding, Animation, Video Editing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Mobile App Development
Mobile App Development Intern,"Graphic Design, Storyboarding, Photography",4 Months,Research,DataNest,"₹20,000",Full-time,25-09-2025,"As a Mobile App Development Intern, you will gain hands-on experience in Graphic Design, Storyboarding, Photography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Mobile App Development
Networking Intern,"Incident Response, Network Security, Cryptography",6 Months,Long-term,InnoWorks,"₹15,000",Full-time,14-09-2025,"As a Networking Intern, you will gain hands-on experience in Incident Response, Network Security, Cryptography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Networking
Networking Intern,"Cryptography, Network Security, Penetration Testing",3 Months,Long-term,DataNest,"₹8,000",Full-time,01-10-2025,"As a Networking Intern, you will gain hands-on experience in Cryptography, Network Security, Penetration Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Networking
Networking Intern,"Cloud Security, Penetration Testing, Incident Response",3 Months,Long-term,EcoLabs,"₹15,000",Part-time,23-09-2025,"As a Networking Intern, you will gain hands-on experience in Cloud Security, Penetration Testing, Incident Response. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Networking
Neuroscience Intern,"Molecular Biology, Genetics, Biotech Applications",2 Months,Summer,EduNext,"₹20,000",Part-time,15-09-2025,"As a Neuroscience Intern, you will gain hands-on experience in Molecular Biology, Genetics, Biotech Applications. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Neuroscience
Neuroscience Intern,"Immunology, Cell Research, Genetics",3 Months,Research,BioGen Labs,"₹15,000",Full-time,05-10-2025,"As a Neuroscience Intern, you will gain hands-on experience in Immunology, Cell Research, Genetics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Neuroscience
Neuroscience Intern,"Cell Research, Molecular Biology, Genetics",2 Months,Research,LexiCorp,"₹18,000",Part-time,24-09-2025,"As a Neuroscience Intern, you will gain hands-on experience in Cell Research, Molecular Biology, Genetics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Neuroscience
Neuroscience Research Intern,"Pathology, Clinical Research, Diagnostics",6 Months,Long Term,InnoWorks,$1300,Full Time,10-07-2026,"As a Neuroscience Research Intern, you will engage in Pathology, Clinical Research and Diagnostics, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Neuroscience Research Intern,"Pharmacology, Patient Data, Clinical Research",4 Months,Semester,TechNova,$1000,Part Time,28-06-2026,"As a Neuroscience Research Intern, you will engage in Pharmacology, Patient Data and Clinical Research, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Neuroscience Research Intern,"Pathology, Diagnostics, Patient Data",2 Months,Summer,DataNest,$1400,Full Time,15-07-2026,"As a Neuroscience Research Intern, you will engage in Pathology, Diagnostics and Patient Data, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Nursing Intern,"Pharmacology, Pathology, Clinical Research",2 Months,Summer,BioGen Labs,"₹20,000",Full-time,28-09-2025,"As a Nursing Intern, you will gain hands-on experience in Pharmacology, Pathology, Clinical Research. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Nursing
Nursing Intern,"Pharmacology, Clinical Research, Pathology",4 Months,Research,QuantumEdge,"₹12,000",Full-time,15-09-2025,"As a Nursing Intern, you will gain hands-on experience in Pharmacology, Clinical Research, Pathology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Nursing
Nursing Intern,"Pharmacology, Anatomy, Diagnostics",2 Months,Research,UrbanWorks,"₹6,000",Part-time,02-10-2025,"As a Nursing Intern, you will gain hands-on experience in Pharmacology, Anatomy, Diagnostics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Nursing
Nutrition Science Intern,"Pathology, Pharmacology, Diagnostics",3 Months,Summer,MindCare,$800,Part Time,05-02-2026,"As a Nutrition Science Intern, you will engage in Pathology, Pharmacology and Diagnostics, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Nutrition Science Intern,"Clinical Research, Diagnostics, Patient Data",6 Months,Long Term,InnoWorks,$1500,Full Time,22-01-2026,"As a Nutrition Science Intern, you will engage in Clinical Research, Diagnostics and Patient Data, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Nutrition Science Intern,"Pathology, Clinical Research, Pharmacology, Patient Data",4 Months,Semester,TechNova,$1200,Part Time,12-02-2026,"As a Nutrition Science Intern, you will engage in Pathology, Clinical Research, Pharmacology and Patient Data, analyzing clinical data or developing diagnostic tools. You’ll collaborate with healthcare professionals to advance medical research or patient care.",Medical
Oceanography Intern,"Teamwork, Problem Solving, Project Planning",4 Months,Summer,BioGen Labs,"₹8,000",Full-time,29-09-2025,"As a Oceanography Intern, you will gain hands-on experience in Teamwork, Problem Solving, Project Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Oceanography
Oceanography Intern,"Teamwork, Communication, Project Planning",4 Months,Long-term,MindCare,"₹8,000",Part-time,24-09-2025,"As a Oceanography Intern, you will gain hands-on experience in Teamwork, Communication, Project Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Oceanography
Oceanography Intern,"Leadership, Problem Solving, Project Planning",3 Months,Summer,InnoWorks,"₹15,000",Full-time,14-09-2025,"As a Oceanography Intern, you will gain hands-on experience in Leadership, Problem Solving, Project Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Oceanography
Oceanography Intern,"Communication, Project Planning, Problem Solving",3 Months,Summer,EcoLabs,"₹10,000",Part-time,15-09-2025,"As a Oceanography Intern, you will gain hands-on experience in Communication, Project Planning, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Oceanography
